Dimension,Threads,Precision,Ptime,Presult,Stime,Sresult,,Presult-Sresult,,Ptime AVG,Stime AVG,,Speedup,Efficiency
1800,16,0.001,10.927812,80251.54803,22.346864,80251.54803,,0,,,,,,
1800,16,0.001,10.94199,80251.54803,22.338201,80251.54803,,0,,,,,,
1850,16,0.001,11.871735,82494.72623,23.562468,82494.72623,,0,,11.62968533,23.564502,,2.026237282,0.12663983
1850,16,0.001,11.486684,82494.72623,23.553394,82494.72623,,0,,,,,,
1850,16,0.001,11.530637,82494.72623,23.577644,82494.72623,,0,,,,,,
1900,16,0.001,12.13158,84737.90442,24.87488,84737.90442,,0,,12.19570733,24.879447,,2.04001673,0.127501046
1900,16,0.001,12.274923,84737.90442,24.878011,84737.90442,,0,,,,,,
1900,16,0.001,12.180619,84737.90442,24.88545,84737.90442,,0,,,,,,
1950,16,0.001,13.236632,86981.08261,26.239697,86981.08261,,0,,13.01429,26.233064,,2.015712267,0.125982017
1950,16,0.001,13.001281,86981.08261,26.242755,86981.08261,,0,,,,,,
1950,16,0.001,12.804957,86981.08261,26.21674,86981.08261,,0,,,,,,
2000,16,0.001,13.562908,89224.2608,27.560617,89224.2608,,0,,13.58514033,27.57502633,,2.029793264,0.126862079
2000,16,0.001,13.534613,89224.2608,27.584446,89224.2608,,0,,,,,,
2000,16,0.001,13.6579,89224.2608,27.580016,89224.2608,,0,,,,,,
2100,16,0.001,14.904926,93710.61718,30.395454,93710.61718,,0,,14.89576,30.39181,,2.040299387,0.127518712
2100,16,0.001,14.926521,93710.61718,30.383382,93710.61718,,0,,,,,,
2100,16,0.001,14.855833,93710.61718,30.396594,93710.61718,,0,,,,,,
2200,16,0.001,17.012055,98196.97357,33.327015,98196.97357,,0,,16.88107033,33.32793267,,1.974278408,0.123392401
2200,16,0.001,16.30529,98196.97357,33.327274,98196.97357,,0,,,,,,
2200,16,0.001,17.325866,98196.97357,33.329509,98196.97357,,0,,,,,,
2300,16,0.001,18.069705,102683.3299,36.446121,102683.3299,,0,,17.99787567,36.35793433,,2.020123653,0.126257728
2300,16,0.001,18.095583,102683.3299,36.204109,102683.3299,,0,,,,,,
2300,16,0.001,17.828339,102683.3299,36.423573,102683.3299,,0,,,,,,
2400,16,0.001,19.682162,107169.6863,39.67771,107169.6863,,0,,19.547612,39.685671,,2.030205582,0.126887849
2400,16,0.001,19.40588,107169.6863,39.68498,107169.6863,,0,,,,,,
2400,16,0.001,19.554794,107169.6863,39.694323,107169.6863,,0,,,,,,
2500,16,0.001,21.221751,111656.0427,43.042852,111656.0427,,0,,21.16787,43.04693133,,2.033597681,0.127099855
2500,16,0.001,21.137167,111656.0427,43.037499,111656.0427,,0,,,,,,
2500,16,0.001,21.144692,111656.0427,43.060443,111656.0427,,0,,,,,,
2600,16,0.001,23.25569,116142.3991,46.558735,116142.3991,,0,,23.024526,46.56020933,,2.022200558,0.126387535
2600,16,0.001,22.958779,116142.3991,46.560492,116142.3991,,0,,,,,,
2600,16,0.001,22.859109,116142.3991,46.561401,116142.3991,,0,,,,,,
2700,16,0.001,24.878154,120628.7555,50.195753,120628.7555,,0,,24.833976,50.190158,,2.021027885,0.126314243
2700,16,0.001,24.623248,120628.7555,50.183736,120628.7555,,0,,,,,,
2700,16,0.001,25.000526,120628.7555,50.190985,120628.7555,,0,,,,,,
2800,16,0.001,26.575337,125115.1119,54.073822,125115.1119,,0,,26.62794833,54.077963,,2.030872312,0.12692952
2800,16,0.001,26.958925,125115.1119,54.092635,125115.1119,,0,,,,,,
2800,16,0.001,26.349583,125115.1119,54.067432,125115.1119,,0,,,,,,
2900,16,0.001,28.43876,129601.4682,57.895782,129601.4682,,0,,28.64747433,57.89907833,,2.021088409,0.126318026
2900,16,0.001,28.821974,129601.4682,57.911515,129601.4682,,0,,,,,,
2900,16,0.001,28.681689,129601.4682,57.889938,129601.4682,,0,,,,,,
3000,16,0.001,30.458523,134087.8246,61.9606,134087.8246,,0,,30.41947167,61.874625,,2.034046668,0.127127917
3000,16,0.001,30.565358,134087.8246,62.320043,134087.8246,,0,,,,,,
3000,16,0.001,30.234534,134087.8246,61.343232,134087.8246,,0,,,,,,
,,,,,,,,,,,,,,
3250,16,0.001,35.385468,145303.7156,72.601567,145303.7156,,0,,,,,,
3250,16,0.001,35.806192,145303.7156,72.63658,145303.7156,,0,,,,,,
3500,16,0.001,42.029995,156519.6065,84.321654,156519.6065,,0,,,,,,
3500,16,0.001,41.497293,156519.6065,84.335096,156519.6065,,0,,,,,,
3750,16,0.001,47.271605,167735.4975,96.729569,167735.4975,,0,,,,,,
3750,16,0.001,48.401093,167735.4975,96.708369,167735.4975,,0,,,,,,
4000,16,0.001,54.225729,178951.3885,110.063908,178951.3885,,0,,,,,,
4000,16,0.001,54.862071,178951.3885,111.13839,178951.3885,,0,,,,,,
4250,16,0.001,60.675417,190167.2794,124.105769,190167.2794,,0,,,,,,
4250,16,0.001,60.807846,190167.2794,124.109846,190167.2794,,0,,,,,,
4500,16,0.001,70.986643,201383.1704,139.334787,201383.1704,,0,,,,,,
4500,16,0.001,71.435903,201383.1704,139.34291,201383.1704,,0,,,,,,
