2100,16,0.001000,14.904926,93710.617182,30.395454,93710.617182
2100,16,0.001000,14.926521,93710.617182,30.383382,93710.617182
2100,16,0.001000,14.855833,93710.617182,30.396594,93710.617182
2200,16,0.001000,17.012055,98196.973565,33.327015,98196.973565
2200,16,0.001000,16.305290,98196.973565,33.327274,98196.973565
2200,16,0.001000,17.325866,98196.973565,33.329509,98196.973565
2300,16,0.001000,18.069705,102683.329948,36.446121,102683.329948
2300,16,0.001000,18.095583,102683.329948,36.204109,102683.329948
2300,16,0.001000,17.828339,102683.329948,36.423573,102683.329948
2400,16,0.001000,19.682162,107169.686331,39.677710,107169.686331
2400,16,0.001000,19.405880,107169.686331,39.684980,107169.686331
2400,16,0.001000,19.554794,107169.686331,39.694323,107169.686331
2500,16,0.001000,21.221751,111656.042714,43.042852,111656.042714
2500,16,0.001000,21.137167,111656.042714,43.037499,111656.042714
2500,16,0.001000,21.144692,111656.042714,43.060443,111656.042714
